frame,sharp,polyfit_variance
121.0,218.43886847178143,13.796175660939804
122.0,223.55028795301652,13.254348454067967
123.0,221.88154556206592,13.530820839952435
124.0,222.459700249566,12.760700524788174
125.0,235.85481000162764,12.679921711624765
126.0,263.283165689426,13.443359648755743
127.0,237.55352382659913,12.871476047172939
128.0,235.53384234958222,12.982878392418442
129.0,248.69694668986006,12.474360548490557
130.0,228.90174717610682,12.98806017399286
131.0,230.8032014226278,12.903564768112133
132.0,244.26675764906133,13.296967063586372
133.0,224.72155117984346,none
134.0,225.4257632566664,13.491789394040948
135.0,239.28567823469373,none
136.0,229.55162908918592,none
137.0,231.05331260579425,13.311564516097732
138.0,240.70710940144855,none
139.0,227.99131835869684,none
140.0,224.08751764577227,none
141.0,232.07085806206595,13.94668635767945
142.0,221.4687926023695,13.352815594080408
143.0,220.95489972873267,13.444186068167218
144.0,232.7180679523044,13.926518595279704
145.0,218.53278921915694,13.602976665212571
146.0,218.72922889387343,none
147.0,232.8880912053426,none
148.0,223.9918813393487,13.156028295757055
149.0,222.7846448235406,12.74997866199317
150.0,237.9071708001031,13.790957705895737
151.0,259.5848301974827,none
152.0,229.83956334364146,13.804737338151057
153.0,224.91206767968066,13.758531841704471
154.0,236.36658200683596,none
155.0,231.1424391757541,none
156.0,165.28372812500004,none
157.0,187.41501200205485,none
158.0,138.45596155988906,none
159.0,132.67995795881484,none
160.0,206.1918544915093,none
161.0,204.42138125,none
162.0,206.071074417962,14.266816315734824
163.0,215.9053112623427,none
164.0,202.14838415781657,13.60671354273333
165.0,204.8093644097222,none
166.0,210.95073476003012,none
167.0,209.16972451426184,13.246979482760525
168.0,223.10551439819335,none
169.0,230.56201100243464,13.761634858206302
170.0,218.855202734375,13.207325995372495
171.0,218.5508815129598,none
172.0,228.40056275617806,13.514777058327
173.0,216.05892551523846,13.612923551524752
174.0,215.07164734632704,13.724445111742723
175.0,228.91726704491506,13.765018769283895
176.0,241.31089322764078,13.337002805989346
177.0,216.42594812757702,12.703042361848967
178.0,214.06785611911354,13.322784857188141
179.0,224.98912410464817,13.858637002863858
180.0,217.80743733300102,13.997372649074345
181.0,215.37529166598853,13.396288625129399
182.0,220.78877670474583,13.09222826378499
183.0,216.05161600324845,13.671829773977915
184.0,214.9333932276408,13.723938422550653
185.0,218.21005566338437,13.386959745000906
186.0,217.32492063734267,13.64009122804413
187.0,218.9344118815104,13.00884848443121
188.0,220.36445987887913,13.297672359463961
189.0,215.63165426279704,13.872706476542842
190.0,216.2863426783244,13.298926182364534
191.0,221.7642953001234,13.476331476780741
192.0,216.8901609088474,13.841307521693635
193.0,217.96847906748454,12.976405001667555
194.0,221.18378413882786,13.448957615841785
195.0,218.33900954589845,13.446163916936243
196.0,216.38118318074547,13.632038008576409
197.0,221.29110364430744,13.17107703423675
198.0,217.56374426523846,13.167090778403958
199.0,216.98125874820283,13.38670250730495
200.0,219.8443687601725,13.26713707741187
201.0,242.00731343163386,13.226424454488896
202.0,219.72674255371095,13.612900458033405
203.0,218.54442850324838,12.803257120516696
204.0,223.03074930555556,12.659689212065423
205.0,218.59133899671764,12.886821724411426
206.0,216.65928603091768,12.743241098051588
207.0,219.4869278537326,13.002698158956905
208.0,218.9691449949476,13.156396118571113
209.0,216.54017551659481,13.182039687782243
210.0,219.72129821353485,13.208213012537556
211.0,215.46150620778403,12.713540164769107
212.0,216.34421362287733,13.190216997853746
213.0,220.05146787109376,13.796624201185017
214.0,217.37237283918594,13.984560510343298
215.0,218.9147169865926,12.964836700908643
216.0,221.91163014305965,13.78131115335498
217.0,218.6636501327515,12.933366248885958
218.0,217.10631551038955,13.268333487372505
219.0,222.58898951399058,13.824115091181236
220.0,218.59132248925104,13.69621174295
221.0,218.95968322330052,13.855812226132821
222.0,224.44704533894856,14.068130418216109
223.0,219.27566872558594,13.814843871108128
224.0,220.62339269748267,13.507340346607245
225.0,223.55322738647462,13.514777255434788
226.0,243.15965371025933,13.805599954435223
227.0,220.58893005371092,13.743784376134979
228.0,216.91042600843642,13.15863915546485
229.0,227.68596770833335,13.599409215066965
230.0,218.63917306705048,13.374244346272276
231.0,217.96630989312064,13.455421653893607
232.0,225.927458821445,13.498763786941659
233.0,221.99613346201576,13.712511916810199
234.0,221.54120279880104,13.352929400337553
235.0,222.9082052814059,13.510727017893668
236.0,218.59945981021463,13.557254480415779
237.0,218.48232228173146,13.582024294327189
238.0,226.63378888888892,13.284852923830584
239.0,222.77666534271242,13.833230455183765
240.0,221.4106408955892,13.019154748864915
241.0,224.61316535373263,13.2436810046867
242.0,220.60933886447484,13.876432825703105
243.0,222.11940613454178,13.409150186742062
244.0,224.53488069644504,13.479560024742002
245.0,218.82056894921195,13.425126202634452
246.0,221.85494335920546,13.066674188586779
247.0,222.80545855695934,13.338632123163967
248.0,220.6393321065267,13.739240456294475
249.0,221.98914742685952,13.205154318970985
250.0,224.94605525105794,13.568668498758795
251.0,246.32209878726533,13.70064482635279
252.0,219.0323258131239,13.621346023569492
253.0,220.33850481770835,13.545852406886938
254.0,225.9474332004123,13.998837413977396
255.0,218.5455704752604,14.124402854804869
256.0,220.24744391276036,13.296042730872287
257.0,225.96721365542942,13.592834788016177
258.0,220.1608941648695,13.576307706556307
259.0,222.10210729963515,13.539649752077958
260.0,225.15100503472223,13.118036227368428
261.0,220.34659683159722,13.448132482471264
262.0,218.9731243894789,13.774579195537369
263.0,223.04949446004233,14.099683261279786
264.0,214.07441835937502,13.333811143674863
265.0,227.31759125417074,14.062048096201115
266.0,202.07061766747367,none
267.0,128.90120456797283,none
268.0,250.55840786387125,none
269.0,146.5941302271525,none
270.0,125.90984306488036,none
271.0,199.5192888888889,14.328473093531853
272.0,222.14234332122805,13.736428576355783
273.0,207.85407958984376,14.047944196904124
274.0,209.83903503401015,14.02067300845332
275.0,218.6916279269748,13.186126711423597
276.0,244.18835598687068,13.32358963521485
277.0,219.93052120700412,12.670836876238806
278.0,217.4891804951986,13.403558177485625
279.0,231.65239135674372,13.003516079258151
280.0,219.81950214572484,12.92018133836017
281.0,216.32601354963518,12.715027205631987
282.0,226.6551980787489,12.889778240116392
283.0,218.71460381673174,11.747069709828336
284.0,217.91302719116206,12.796103356208482
285.0,230.08789671156143,13.449825497365806
286.0,215.5751522825453,12.616526425853547
287.0,214.93198724975585,12.312615068281797
288.0,228.61787906290692,12.80257425792353
289.0,223.57424288584394,13.377118650427317
290.0,222.4690343688965,13.539919726880678
291.0,227.76869665781658,12.283269253116641
292.0,223.60487121158172,13.415395568192494
293.0,224.6858919752333,12.493599892577636
294.0,227.6031324379815,12.450455506326463
295.0,223.61762395222982,12.7616881994914
296.0,226.58178959130174,13.089900433739105
297.0,230.0895178792318,12.536223033745083
298.0,226.55441552124026,13.326501454052377
299.0,229.31776248914926,13.183856647343617
300.0,238.91441020897759,13.231027499212768
301.0,256.0589320142958,12.686311677099411
302.0,229.7377656370375,13.714306403998785
303.0,229.84992055104576,13.224835771283912
304.0,242.80968478122284,12.381064851268086
305.0,226.93938020562064,13.310129144894123
306.0,229.3467248474121,12.76681005788312
307.0,236.5570875,13.657844972650683
308.0,228.10114786173503,13.901087007537765
309.0,230.41685019107396,13.530663835538602
310.0,233.84824380137127,13.233406027012625
311.0,226.61634908786348,14.181499818137599
312.0,226.78435571221246,13.729304507418037
313.0,233.15628570132782,13.431387410718893
314.0,233.7702649737888,13.910879111016508
315.0,232.86679100731746,13.856609056844583
316.0,239.3100044621785,13.892911411880732
317.0,232.3843188135783,14.013454839850475
318.0,233.24386484358044,13.459522638106893
319.0,242.39631078491212,13.61314483636861
320.0,236.6791571002536,14.093949051805103
321.0,235.26834905988906,13.841342078185203
322.0,241.48591315104164,13.287583281889505
323.0,238.29849326985675,14.10793743123504
324.0,237.8638947747125,14.385450463667205
325.0,241.50508910302054,none
326.0,270.0717459954156,none
327.0,240.24558115234376,13.754249273288972
328.0,238.9128899249606,13.917926740233094
329.0,248.79561830630837,13.812565797844114
330.0,239.84065868055555,none
331.0,239.22473175998263,none
332.0,242.30685128512908,13.560289976234161
333.0,240.4285051430596,none
334.0,238.8974239622328,none
335.0,243.47686231672503,none
336.0,236.42506671481658,13.55256614817403
337.0,238.31519547780354,14.261279152234893
338.0,244.4983664128622,13.953832929544271
339.0,238.26360033569338,14.377150721528995
340.0,235.5579033196343,none
341.0,242.93689244520394,none
342.0,231.68373179100885,14.157396138387602
343.0,231.55803735283746,13.642273332202079
344.0,240.2921023422241,none
345.0,230.58760935058595,none
346.0,228.29022779676646,none
347.0,233.88364301740862,13.758277158072639
348.0,226.94865700683596,14.202790423081707
349.0,224.03229011433916,none
350.0,228.43140299055312,14.487258627121623
351.0,250.78378229166663,none
352.0,221.9630673821343,none
353.0,221.01430668877495,13.892790419580546
354.0,226.17679817437065,13.602702372636093
355.0,219.87235493825284,13.77391103171343
356.0,219.65232818179658,14.008535115722538
357.0,224.15207519259982,14.306079333879229
358.0,218.4051102532281,14.054240808993764
359.0,220.93381153004967,13.902148317518023
360.0,226.4287598386977,none
361.0,213.07093812662762,14.297127301643643
362.0,208.2291121336195,none
363.0,210.59556883070206,13.955580267004557
364.0,200.31861952039927,none
365.0,195.60970660383435,none
366.0,196.5189898598565,none
367.0,188.16979677734378,none
368.0,185.28617572631833,none
369.0,188.3701426188151,none
370.0,180.8590557291667,none
371.0,177.7894483098348,none
372.0,182.0033263990614,none
373.0,178.0604218037923,none
374.0,179.71774347873264,none
375.0,182.40457287326393,none
376.0,202.54595519748264,none
377.0,181.97393832041425,none
378.0,179.8403552076552,none
379.0,186.4065749104817,none
380.0,177.96552265353733,14.352950726814779
381.0,176.0961694252862,none
382.0,181.2832953531901,none
383.0,176.08039852549234,none
384.0,175.8750152911716,none
385.0,177.70236301659477,none
386.0,173.75086889631484,none
387.0,169.14443559960264,none
388.0,172.98354316134984,none
389.0,167.22827505679658,none
390.0,166.0766460691664,none
391.0,165.34723705223934,none
392.0,160.58368759155275,none
393.0,157.77860838470463,none
394.0,163.36330655093727,none
395.0,160.4494029322306,none
396.0,158.11991328108044,none
397.0,161.9959702629937,none
398.0,160.0774324501885,none
399.0,160.03166258070203,none
400.0,166.00962571461994,none
401.0,139.9452512476603,none
402.0,107.3902788567437,none
403.0,98.4367251627604,none
404.0,118.05856969384088,none
405.0,141.53317326863606,none
406.0,159.61427731933597,none
407.0,166.056597124566,none
408.0,161.04387830251056,none
409.0,160.04700412326392,none
410.0,162.95423907809786,none
411.0,157.89378588799372,none
412.0,159.02952446831597,none
413.0,163.35809651692708,none
414.0,161.9330305311415,12.888504871664175
415.0,161.92186030934653,none
416.0,170.89657009277343,none
417.0,163.33714900105795,none
418.0,163.20829252861873,none
419.0,170.67965839572483,none
420.0,163.0582857638889,none
421.0,161.6140333657159,none
422.0,171.6387011549208,none
423.0,164.88094116193983,none
424.0,165.4584711344401,none
425.0,172.74670847151017,none
426.0,185.50332421603733,13.512203442784049
427.0,164.2336171630859,none
428.0,163.79747089572484,none
429.0,173.60941194644502,none
430.0,162.56898787282307,none
431.0,163.77747812500002,none
432.0,172.79857096082898,none
433.0,162.74390625000004,none
434.0,163.23949844546843,none
435.0,172.0166487297906,none
436.0,162.1186112297906,none
437.0,162.8407649061415,none
438.0,169.38505423973928,none
439.0,161.6774425983005,none
440.0,162.75623035871715,none
441.0,170.53799988454185,none
442.0,162.31034291161433,none
443.0,163.83661513248018,none
444.0,171.8314556315104,none
445.0,162.87396157158744,none
446.0,162.15716665581596,none
447.0,170.62815475650365,none
448.0,162.81818975423175,none
449.0,162.13298800998265,none
450.0,172.01043872002498,none
451.0,183.01239548339842,none
452.0,163.07539276733397,none
453.0,163.9175541136,none
454.0,172.66025642293297,none
455.0,163.83439554426405,none
456.0,163.26759107801652,none
457.0,169.66475172915992,none
458.0,162.28223391367592,none
459.0,162.04029817437063,none
460.0,164.79709156901043,none
461.0,152.57097896304657,none
462.0,154.11710221082902,none
463.0,166.27741471082902,none
464.0,158.853035611301,none
465.0,162.19915368635392,none
466.0,170.44656781616212,13.544058103303175
467.0,161.63231902245414,13.269402586968356
468.0,162.7345631917318,none
469.0,174.14058753645153,13.94609541950711
470.0,165.6812415769789,13.864707297154938
471.0,166.16615148908826,none
472.0,174.30762044203016,none
473.0,167.01793931681314,none
474.0,166.02974828270808,none
475.0,174.99118887515598,none
476.0,186.09988106943769,13.759811178894413
477.0,167.19354090101453,13.724334676169432
478.0,178.7054453531901,13.011164301539809
479.0,196.07508260074192,12.90472429098217
480.0,189.48303782128224,13.152468078581597
481.0,193.4786882932875,13.257199227905906
482.0,208.03358977847626,13.654126572434878
483.0,199.24296455739344,12.417478416972479
484.0,199.84012897932263,13.097565845927395
485.0,209.58452795138888,13.264336967732534
486.0,197.63350106455485,12.373363755633948
487.0,200.56640797509087,13.48957278520967
488.0,210.6506682881673,13.45439267022303
489.0,198.53336813964845,13.06242241837419
490.0,197.98656738009984,13.23011461206571
491.0,209.51105299207896,12.676107157741725
492.0,201.1321720675998,13.346232536677181
493.0,205.083676520284,13.086182214130831
494.0,222.343517767334,13.437103873345137
495.0,199.35879255354138,13.131126125914648
496.0,195.98788803100587,13.154457453585946
497.0,209.88036269107397,12.674403368684656
498.0,195.15864581637913,13.583698126816625
499.0,192.0080075397068,12.827737147496002
500.0,192.27436344333222,12.595782771264613
501.0,255.15046738942465,none
502.0,132.04671565144855,none
503.0,146.63305691714817,none
504.0,215.1470462883843,none
505.0,200.3957698281182,12.265228357462714
506.0,217.04611121351456,12.407864552329908
507.0,227.08533829684785,12.638643260510511
508.0,208.79103873426652,12.66562934469546
509.0,210.34678168928357,12.69749894670639
510.0,220.65859167463515,12.524094676568275
511.0,211.20361121351453,12.869176536803675
512.0,212.21664164971244,12.94865037018632
513.0,222.24874142184785,12.27267677311382
514.0,213.09537916395396,12.340354079849268
515.0,210.4974785317315,12.071797748753761
516.0,225.43952458699545,12.571220394334714
517.0,209.98678983289932,12.29586294659471
518.0,209.74044113345676,12.088473291580197
519.0,221.29724024641246,12.309094977087302
520.0,205.2832552881877,13.155486582011246
521.0,204.7995700412326,12.792865489495053
522.0,217.03411061587866,12.65995938046652
523.0,202.9376201144748,13.20235171064069
524.0,202.1273734861586,12.087550640867166
525.0,213.90311067437065,12.646210137973595
526.0,233.10274521484374,13.601027843033409
527.0,204.21734165429012,12.874524995691154
528.0,203.73150765635174,12.729214926679552
529.0,217.92734429914688,13.248638294953318
530.0,202.94524245808918,13.180446722623726
531.0,204.11274729258216,13.08929804751311
532.0,218.29174082421193,13.795500009991743
533.0,196.0826043496026,13.520230046164352
534.0,191.16221969333225,12.996588301104786
535.0,204.21693155907525,13.789393731777952
536.0,187.63508430718315,13.352645079752484
537.0,187.61196085544165,13.152562476408635
538.0,199.0264403237237,13.239251293844681
539.0,185.88249358707003,13.370989137555235
540.0,184.26447965477837,13.450319152322708
541.0,197.18891136067705,13.696650784970027
542.0,184.25294402245416,12.741989570598042
543.0,183.39186105940078,13.0466356634443
544.0,196.97862613101535,13.311161975681829
545.0,182.97888408135307,13.951193958904996
546.0,182.2051139918009,13.442760258557348
547.0,194.48241794433596,14.244589646538849
548.0,175.6444832356771,13.67504009154609
549.0,171.27071562432184,13.945506388470967
550.0,183.71237629123266,none
551.0,201.41260137786867,13.889490401901645
552.0,178.8251646891276,13.993512155171393
553.0,177.51132422129314,13.296391340068654
554.0,183.82808189832897,13.477079721108787
555.0,176.5177258870443,none
556.0,175.9762202919854,13.555579036576635
557.0,181.8048372597589,13.839916951478601
558.0,176.6045699049208,none
559.0,174.9295592013889,none
560.0,179.51733731486001,13.74343017507622
561.0,165.69737570376927,none
562.0,162.81523199717208,13.85427416109057
563.0,172.29766755574545,14.04894029304148
564.0,162.57677936994767,none
565.0,160.19347816145157,none
566.0,166.8934535344442,none
567.0,163.49814868096246,13.889826214467611
568.0,162.50110473480228,none
569.0,166.80401010318332,none
570.0,161.5490760843913,none
571.0,160.49733011457656,none
572.0,163.643829629008,none
573.0,156.13602167697482,none
574.0,153.66454545745853,none
575.0,155.38736604207355,none
576.0,168.67970865868463,none
577.0,148.74997029554578,none
578.0,147.67785404442682,none
579.0,151.9449281141493,none
580.0,146.59216941307915,none
581.0,145.9573572482639,none
582.0,150.99261439192028,none
583.0,146.0190419894748,none
584.0,146.96255793999563,none
585.0,150.7754691526625,none
586.0,147.04586566569012,none
587.0,145.45357529551188,none
588.0,148.470453340488,none
589.0,144.0525222161187,none
590.0,144.01800440470376,none
591.0,153.62162446831599,none
592.0,145.8973659661187,none
593.0,145.38009426472982,none
594.0,155.32199991845025,none
595.0,144.58939801008435,none
596.0,146.96252495659718,none
597.0,165.2978322982788,none
598.0,148.54814376559787,none
599.0,147.0526287758721,none
600.0,159.62474778493248,none
601.0,171.28311551903616,none
602.0,147.7456138019138,none
603.0,146.61191497650145,none
604.0,157.5131669589572,none
605.0,145.98059787326386,none
606.0,145.74942011447482,none
607.0,156.9448392571343,none
608.0,144.68073640119763,none
609.0,144.94658913828533,none
610.0,156.34291510416665,none
611.0,143.7369608545939,none
612.0,143.80094629923502,none
613.0,152.47425064832896,none
614.0,142.92741417083738,none
615.0,143.90229446055096,none
616.0,153.23505403374568,none
617.0,143.3062514158461,none
618.0,143.4532848063151,none
619.0,154.49546805555553,none
620.0,142.35371376393636,none
621.0,143.01510456932917,none
622.0,153.0343454099867,none
623.0,143.0760639587402,none
624.0,142.3695416232639,none
625.0,151.84377493218315,none
626.0,171.88981852874755,none
627.0,142.51921126030817,none
628.0,141.28641802147757,none
629.0,152.51517713148328,none
630.0,139.54179792463515,none
631.0,137.8172223875258,none
632.0,149.31708351626924,none
633.0,139.01910572492812,none
634.0,139.40935482025148,none
635.0,149.13963500366208,none
636.0,137.67205422566732,none
637.0,137.74526261647543,none
638.0,147.25113053114148,none
639.0,136.99821445566815,none
640.0,134.45574332529702,none
641.0,143.8109100850423,none
642.0,135.95323705986868,none
643.0,136.81678963199192,none
644.0,147.12570125579833,none
645.0,137.03413235405816,none
646.0,137.63556329328748,none
647.0,147.93291628621418,none
648.0,138.515189908176,none
649.0,139.04709919416638,none
650.0,149.47340250651038,none
651.0,171.97431089257134,none
652.0,144.96347603081597,none
653.0,142.0453820758396,none
654.0,155.50921864810522,none
655.0,142.90072190331352,none
656.0,146.49843942854142,none
657.0,154.04709204084608,none
658.0,132.1704346677992,none
659.0,91.6137891599867,none
660.0,88.42813140445284,none
661.0,96.80539972873262,none
662.0,112.25238362206352,none
663.0,130.342170111084,none
664.0,135.70059731377495,none
665.0,140.63280553114149,none
666.0,149.25948995700412,none
667.0,142.32326782158748,none
668.0,142.7067646401299,none
669.0,147.69244467349583,none
670.0,144.06214449801973,none
671.0,143.78198448282876,none
672.0,146.6476629224989,none
673.0,143.0404339165582,none
674.0,141.792325845676,none
675.0,145.20513749169243,none
676.0,158.86514111260308,none
677.0,139.53963283538818,none
678.0,140.01855229882136,none
679.0,144.01833294270835,none
680.0,139.77714390038383,none
681.0,138.9815962712606,none
682.0,142.96116392957902,none
683.0,139.38197840101455,none
684.0,138.18628477579753,none
685.0,141.89495147298177,none
686.0,138.27979169904918,none
687.0,138.88996453704837,none
688.0,141.5448674179077,none
689.0,138.9125642252604,none
690.0,137.7125962278578,none
691.0,141.00387837456597,none
692.0,139.2636648273044,none
693.0,139.80936346418594,none
694.0,144.09053822411434,none
695.0,140.3333115207248,none
696.0,138.5966184283786,none
697.0,143.56218472222224,none
698.0,141.64230441623263,none
699.0,141.27024249928792,none
700.0,145.59690811564127,none
701.0,166.10723429294163,none
702.0,145.6500457680596,none
703.0,145.007093192376,none
704.0,148.17996946546765,none
705.0,144.12483593682182,none
706.0,144.5602907816569,none
707.0,147.55761901431615,none
708.0,145.84622438964843,none
709.0,143.5693580396864,none
710.0,148.92472207828104,none
711.0,145.44218659108483,none
712.0,144.62108003726536,none
713.0,149.26193498382568,none
714.0,145.90646096394855,none
715.0,146.40439926147462,none
716.0,149.88969449259437,none
717.0,146.27143358289928,none
718.0,146.6283411727905,none
719.0,150.6638359359741,none
720.0,146.00933152516683,none
721.0,145.83317663557264,none
722.0,151.61551518486866,none
723.0,147.29691709238688,none
724.0,148.26596130371095,none
725.0,151.22680773095024,none
726.0,172.42583904876707,none
727.0,151.62064094780817,none
728.0,148.64986847873269,none
729.0,156.16536300845672,none
730.0,149.1005145044963,none
731.0,148.76506327158611,none
732.0,153.8233058673435,none
733.0,149.32257014363606,none
734.0,145.91866623925102,none
735.0,152.05349428287084,none
736.0,147.8516765129937,none
737.0,147.40868787824843,none
738.0,151.70519555596246,none
739.0,145.78367805921766,none
740.0,146.13877577039926,none
741.0,149.79894856770832,none
742.0,144.28543444807266,none
743.0,145.45591426442465,none
744.0,148.658781117079,none
745.0,143.30111545138885,none
746.0,142.89758910980225,none
747.0,146.3090795489841,none
748.0,142.03073367496066,none
749.0,141.50622843407527,none
750.0,146.6549928180271,none
751.0,164.8581685953776,none
752.0,144.48465933159724,none
753.0,144.11120499064126,none
754.0,150.60027821434866,none
755.0,141.7289225253635,none
756.0,141.26801334364148,none
757.0,147.06378577406144,none
758.0,141.32158854166667,none
759.0,141.79481073659258,none
760.0,145.097572867669,none
761.0,141.8600910481771,none
762.0,142.03910261433919,none
763.0,144.53463472340903,none
764.0,140.59272085978188,none
765.0,141.59928260481092,none
766.0,146.5145868808322,none
767.0,142.45883108113603,none
768.0,142.05988871256508,none
769.0,145.62957870669894,none
770.0,140.65341219007703,none
771.0,139.95058050791425,none
772.0,145.48398579084608,none
773.0,142.32920878838434,none
774.0,139.44319687499998,none
775.0,144.554618174235,none
776.0,163.50974540184868,none
777.0,143.1154397567749,none
778.0,142.06979182111954,none
779.0,148.88749042697484,none
780.0,141.7033689880371,none
781.0,141.85731699608698,none
782.0,146.85571535085043,none
783.0,140.09371601952446,none
784.0,140.6882201739841,none
785.0,147.0998562391493,none
786.0,140.78668207194008,none
787.0,142.27608884667288,none
788.0,143.8714769687229,none
789.0,139.40355468733043,none
790.0,139.24598901350237,none
791.0,143.3636819117228,none
792.0,139.68288137749568,none
793.0,141.69681688842772,none
794.0,152.17349099917945,none
795.0,143.57282513410783,none
796.0,143.79911953921848,none
797.0,155.21426825205484,none
798.0,143.14783172454833,none
799.0,142.52934983571367,none
800.0,154.92634433322482,none
801.0,166.2346915810479,none
802.0,142.24430362345373,none
803.0,142.75543294270835,none
804.0,154.04141708560522,none
805.0,141.0136999903361,none
806.0,142.8775010172526,none
807.0,154.29152652164032,none
808.0,143.3552165690104,none
809.0,143.75563131900364,none
810.0,153.97517247111,none
811.0,143.88281900770403,none
812.0,144.32218422783748,none
813.0,151.62955873463952,none
814.0,125.08781542900932,none
815.0,102.32212012379965,none
816.0,132.92163996785482,none
817.0,135.1460197060479,none
818.0,142.55963958587648,none
819.0,156.54746835920548,none
820.0,142.30477367333307,none
821.0,143.82032858005098,none
822.0,156.7501644856771,none
823.0,148.87493486718074,none
824.0,117.32893956095378,none
825.0,111.76251028628879,none
826.0,152.37378922373452,none
827.0,141.25363242577447,none
828.0,144.18365371348065,none
829.0,158.93275821109344,none
830.0,144.18569615325927,none
831.0,145.15030520562067,none
832.0,156.40969788801405,none
833.0,144.1922020058526,none
834.0,145.23203881225587,none
835.0,156.72239891493055,none
836.0,143.09948051689994,none
837.0,105.80463902435304,none
838.0,115.51598626030818,none
839.0,121.862902017551,none
840.0,134.0924956597222,none
841.0,157.28865757225884,none
842.0,143.00811724700927,none
843.0,144.46913523339165,none
844.0,155.29679253472224,none
845.0,147.98093910708957,none
846.0,129.31807761484782,none
847.0,125.93216633843316,none
848.0,130.9294949949476,none
849.0,137.01321940104165,none
850.0,154.28205167575413,none
851.0,160.35671059502496,none
852.0,146.07834177246093,none
853.0,143.64517991383872,none
854.0,155.6740882703993,none
855.0,144.828254937066,none
